action_encoded,discount_pct,confidence,retry_count_so_far,amount_log,is_escalation,hour_of_day,is_weekend,channel_encoded,is_anomaly
0,0.0,0.85,1,12.041092,0,16,0,1,0
0,67.8,0.2033,1,3.861151,0,12,0,3,1
0,0.0,0.85,1,11.756385,0,22,1,1,0
1,5.0,0.82,2,11.27544,0,9,0,1,0
1,5.0,0.67,7,10.655353,0,20,0,2,0
0,66.1,0.2118,4,16.90333,0,10,1,2,1
1,5.0,0.73,5,7.008966,0,0,0,0,0
2,0.0,0.85,1,8.135356,0,9,0,0,0
1,5.0,0.79,3,13.379574,0,9,1,2,0
1,5.0,0.82,2,11.741302,0,11,0,2,0
2,0.0,0.85,1,9.948509,0,13,0,1,0
2,0.0,0.85,1,8.949391,0,17,0,0,0
0,0.0,0.85,1,7.757462,0,11,0,3,0
3,0.0,0.7,6,11.509564,1,12,1,0,0
1,5.0,0.7,6,11.609333,0,21,0,1,0
0,0.0,0.88,0,13.710611,0,20,1,2,0
0,0.0,0.85,1,11.629851,0,13,1,1,0
1,5.0,0.73,5,12.215963,0,22,0,2,0
0,0.0,0.85,1,8.713922,0,14,1,0,0
2,0.0,0.85,1,10.666965,0,16,0,2,0
1,5.0,0.82,2,11.329908,0,17,0,1,0
1,5.0,0.7,6,13.373369,0,19,1,2,0
3,0.0,0.82,2,12.277653,1,22,0,1,0
2,0.0,0.85,1,9.556036,0,13,0,0,0
1,5.0,0.76,4,13.753306,0,10,0,2,0
3,0.0,0.79,3,13.637786,1,0,0,2,0
2,0.0,0.88,0,8.88014,0,13,0,0,0
2,0.0,0.88,0,8.053439,0,12,1,0,0
1,5.0,0.82,2,9.967728,0,16,1,2,0
3,0.0,0.85,1,11.728315,1,2,0,2,0
1,5.0,0.73,5,12.641007,0,23,0,1,0
1,5.0,0.79,3,9.82159,0,2,0,3,0
1,5.0,0.79,3,10.66805,0,15,1,2,0
1,5.0,0.76,4,10.395425,0,11,1,0,0
1,5.0,0.82,2,11.115824,0,20,0,1,0
3,0.0,0.88,0,12.675529,1,23,1,1,0
1,5.0,0.73,5,11.3715,0,13,0,1,0
0,0.0,0.85,1,12.48025,0,11,0,1,0
1,5.0,0.73,5,12.812958,0,13,0,1,0
2,0.0,0.88,0,6.733235,0,14,1,0,0
1,5.0,0.82,2,7.471073,0,19,1,1,0
1,5.0,0.73,5,12.481968,0,8,0,1,0
1,5.0,0.67,7,8.949708,0,10,0,0,0
1,5.0,0.82,2,10.282877,0,15,0,3,0
0,0.0,0.85,1,13.754369,0,12,0,2,0
1,5.0,0.79,3,11.071955,0,21,0,1,0
1,5.0,0.82,2,9.84438,0,17,0,0,0
0,0.0,0.85,1,11.928379,0,17,0,1,0
3,0.0,0.85,1,11.650105,1,10,0,0,0
3,0.0,0.88,0,13.901423,1,12,0,2,0
1,5.0,0.79,3,13.041782,0,10,0,2,0
3,0.0,0.85,1,12.324994,1,23,0,1,0
1,5.0,0.82,2,10.443699,0,12,1,3,0
2,0.0,0.88,0,9.736665,0,13,0,1,0
0,0.0,0.85,1,7.275449,0,15,0,0,0
3,0.0,0.85,1,10.720482,1,1,0,3,0
2,0.0,0.88,0,8.355911,0,16,0,0,0
1,5.0,0.7,6,12.826693,0,3,0,1,0
1,5.0,0.79,3,6.404104,0,11,0,0,0
1,5.0,0.82,2,10.264608,0,20,1,2,0
1,5.0,0.7,6,10.289509,0,3,0,3,0
2,0.0,0.88,0,8.667511,0,20,1,0,0
3,0.0,0.85,1,9.073276,1,1,1,0,0
2,0.0,0.88,0,7.322233,0,3,0,0,0
0,0.0,0.88,0,7.932312,0,21,0,3,0
3,0.0,0.85,1,12.436636,1,13,0,1,0
1,5.0,0.76,4,10.40008,0,14,0,0,0
1,5.0,0.82,2,11.241555,0,13,0,0,0
0,0.0,0.85,1,11.874875,0,18,0,1,0
1,5.0,0.73,5,13.452086,0,11,0,2,0
2,0.0,0.88,0,8.842773,0,10,0,0,0
1,5.0,0.73,5,11.19034,0,0,1,0,0
1,5.0,0.65,9,8.948334,0,15,0,3,0
2,0.0,0.88,0,9.901901,0,7,0,1,0
1,5.0,0.79,3,11.560917,0,16,0,1,0
1,5.0,0.7,6,13.396025,0,12,1,2,0
0,0.0,0.85,1,12.219959,0,17,1,1,0
0,0.0,0.85,1,11.072701,0,12,0,1,0
1,5.0,0.79,3,11.062267,0,5,0,1,0
1,5.0,0.79,3,10.309126,0,7,1,1,0
2,0.0,0.85,1,11.674128,0,18,1,3,0
2,0.0,0.88,0,10.852805,0,10,0,1,0
1,5.0,0.65,12,13.519909,0,13,0,2,0
1,5.0,0.82,2,8.233734,0,21,0,0,0
3,0.0,0.85,1,11.447137,1,7,0,0,0
3,0.0,0.88,0,10.436524,1,11,0,0,0
1,5.0,0.82,2,10.812323,0,18,1,1,0
1,5.0,0.82,2,12.546931,0,8,0,1,0
1,5.0,0.82,2,12.254693,0,11,0,2,0
1,5.0,0.76,4,11.738485,0,10,1,0,0
2,0.0,0.85,1,10.909699,0,14,1,1,0
1,5.0,0.82,2,10.339827,0,10,0,2,0
2,0.0,0.88,0,8.098099,0,10,1,0,0
2,0.0,0.85,1,8.731927,0,16,0,0,0
2,0.0,0.88,0,11.343392,0,12,0,2,0
1,5.0,0.79,3,9.671312,0,20,0,2,0
1,5.0,0.7,6,10.332839,0,11,0,0,0
2,0.0,0.85,1,10.627606,0,12,0,1,0
2,0.0,0.85,1,8.236717,0,17,0,0,0
1,5.0,0.79,3,11.417313,0,14,0,1,0
0,0.0,0.85,1,11.831301,0,13,1,1,0
1,5.0,0.65,9,9.125497,0,13,0,0,0
1,5.0,0.67,7,12.230931,0,5,0,1,0
2,0.0,0.85,1,11.179668,0,14,1,2,0
2,0.0,0.88,0,10.920953,0,13,1,1,0
1,5.0,0.82,2,10.917384,0,19,1,2,0
1,5.0,0.7,6,12.62394,0,17,1,1,0
2,0.0,0.85,1,7.338388,0,13,0,0,0
0,52.3,0.1849,10,13.445142,0,16,1,3,1
1,5.0,0.79,3,9.589531,0,17,0,1,0
2,0.0,0.88,0,7.342417,0,18,0,0,0
1,5.0,0.79,3,10.327421,0,15,0,3,0
2,0.0,0.85,1,12.591996,0,9,0,2,0
1,5.0,0.76,4,13.796982,0,12,0,2,0
1,5.0,0.82,2,8.440014,0,21,1,3,0
2,0.0,0.85,1,9.61018,0,8,0,2,0
1,5.0,0.73,5,13.870252,0,10,1,2,0
2,0.0,0.88,0,8.614111,0,16,0,0,0
1,5.0,0.76,4,8.557959,0,18,0,0,0
1,55.2,0.2355,3,13.688133,0,14,0,2,1
3,0.0,0.85,1,12.556745,1,9,0,1,0
0,0.0,0.85,1,9.696997,0,16,0,1,0
1,5.0,0.82,2,12.854987,0,15,0,1,0
2,0.0,0.85,1,9.205932,0,15,0,0,0
1,5.0,0.79,3,9.708484,0,3,0,0,0
3,0.0,0.79,3,11.342061,1,2,1,1,0
1,5.0,0.82,2,9.406548,0,17,1,0,0
3,0.0,0.88,0,11.671175,1,16,1,1,0
3,0.0,0.88,0,12.208776,1,23,0,2,0
0,0.0,0.85,1,9.482685,0,17,0,1,0
0,0.0,0.85,1,10.834246,0,20,1,2,0
1,5.0,0.79,3,9.906172,0,9,1,3,0
1,5.0,0.82,2,11.889956,0,12,0,1,0
2,0.0,0.79,3,7.613947,0,13,0,3,0
1,5.0,0.82,2,8.276766,0,20,0,0,0
1,5.0,0.67,7,13.81101,0,22,0,2,0
1,5.0,0.76,4,9.655099,0,13,0,3,0
2,0.0,0.85,1,6.973262,0,10,1,0,0
2,0.0,0.88,0,9.254118,0,12,1,0,0
1,5.0,0.79,3,9.052666,0,20,1,0,0
1,5.0,0.82,2,12.745021,0,14,0,1,0
2,0.0,0.88,0,8.523257,0,14,0,0,0
1,5.0,0.79,3,11.42253,0,13,0,0,0
3,0.0,0.88,0,10.494309,1,15,1,0,0
2,0.0,0.88,0,7.081398,0,14,0,0,0
0,0.0,0.85,1,12.803351,0,10,1,1,0
0,0.0,0.85,1,10.00103,0,16,0,2,0
1,5.0,0.76,4,10.810416,0,11,1,0,0
1,5.0,0.82,2,8.953838,0,17,0,2,0
2,0.0,0.88,0,8.168166,0,17,0,0,0
3,0.0,0.88,0,12.123592,1,23,0,2,0
2,0.0,0.88,0,8.128264,0,10,0,0,0
3,0.0,0.85,1,10.711366,1,11,0,0,0
3,0.0,0.88,0,13.433642,1,12,0,2,0
2,0.0,0.88,0,11.23479,0,19,0,1,0
1,5.0,0.82,2,9.753005,0,19,0,0,0
3,0.0,0.88,0,12.662652,1,0,0,1,0
2,0.0,0.85,1,12.047097,0,18,0,2,0
3,0.0,0.85,1,12.537122,1,2,0,1,0
2,0.0,0.88,0,9.699933,0,10,0,1,0
1,5.0,0.79,3,11.224934,0,14,0,0,0
1,5.0,0.65,12,11.362902,0,19,0,0,0
1,5.0,0.79,3,10.852233,0,9,0,1,0
1,5.0,0.79,3,11.005006,0,19,1,1,0
2,0.0,0.85,1,9.280529,0,17,1,0,0
2,0.0,0.88,0,11.052688,0,12,0,1,0
1,5.0,0.65,11,8.903006,0,16,0,0,0
2,0.0,0.88,0,9.189437,0,8,0,0,0
1,5.0,0.65,8,13.346448,0,13,1,2,0
1,5.0,0.76,4,11.306013,0,15,0,2,0
1,5.0,0.65,9,10.30267,0,0,1,1,0
1,5.0,0.73,5,10.865455,0,0,1,0,0
2,0.0,0.85,1,11.629394,0,17,0,2,0
2,0.0,0.85,1,11.33555,0,10,1,1,0
1,5.0,0.82,2,8.855877,0,23,0,0,0
2,0.0,0.85,1,9.395127,0,12,1,0,0
0,0.0,0.85,1,9.561015,0,16,0,0,0
1,5.0,0.79,3,11.209463,0,18,0,1,0
1,5.0,0.79,3,9.602135,0,19,1,0,0
1,5.0,0.65,11,11.295572,0,12,1,0,0
2,0.0,0.85,1,7.227278,0,2,1,0,0
1,5.0,0.7,6,11.321825,0,13,0,2,0
2,0.0,0.88,0,9.853044,0,16,0,0,0
1,5.0,0.82,2,11.611522,0,19,0,1,0
2,0.0,0.85,1,9.30525,0,11,0,0,0
1,51.8,0.1433,12,11.682047,0,14,0,1,1
1,5.0,0.79,3,11.786063,0,16,0,1,0
1,5.0,0.82,2,9.558463,0,10,0,0,0
1,5.0,0.82,2,12.770844,0,8,1,1,0
1,5.0,0.73,5,9.552527,0,0,0,0,0
1,5.0,0.76,4,10.802251,0,17,0,1,0
1,5.0,0.79,3,9.259453,0,17,0,0,0
1,5.0,0.82,2,8.955207,0,20,0,2,0
1,5.0,0.76,4,12.987539,0,13,0,1,0
0,0.0,0.85,1,10.765028,0,17,0,1,0
2,0.0,0.88,0,8.034832,0,9,0,0,0
1,5.0,0.7,6,10.079666,0,14,0,0,0
2,0.0,0.85,1,9.547948,0,15,0,1,0
1,5.0,0.73,5,9.983293,0,22,0,0,0
1,5.0,0.79,3,11.61245,0,20,0,1,0
2,0.0,0.85,1,8.778203,0,9,1,0,0
1,5.0,0.73,5,11.112869,0,15,0,0,0
1,5.0,0.73,5,11.590368,0,12,0,2,0
1,5.0,0.82,2,10.24797,0,19,0,1,0
1,5.0,0.82,2,8.342664,0,7,0,1,0
0,0.0,0.85,1,12.797748,0,16,0,2,0
1,5.0,0.79,3,5.900527,0,11,0,0,0
1,5.0,0.76,4,10.674509,0,13,0,0,0
0,0.0,0.85,1,8.472213,0,9,0,3,0
2,0.0,0.88,0,9.054759,0,18,0,0,0
1,5.0,0.7,6,13.052427,0,9,1,2,0
0,0.0,0.85,1,11.074711,0,11,0,1,0
1,5.0,0.73,5,13.288753,0,10,0,2,0
1,64.0,0.0593,12,10.62396,0,5,1,1,1
1,5.0,0.7,6,13.557811,0,13,0,2,0
0,0.0,0.85,1,9.846005,0,21,1,2,0
1,5.0,0.79,3,12.022836,0,17,0,1,0
3,0.0,0.85,1,8.46104,1,19,1,0,0
1,5.0,0.79,3,11.662893,0,8,1,1,0
1,5.0,0.82,2,9.084244,0,14,0,2,0
1,5.0,0.65,11,6.209555,0,11,0,3,0
2,0.0,0.85,1,10.772146,0,13,0,1,0
0,0.0,0.88,0,8.030328,0,20,1,3,0
0,0.0,0.85,1,11.298217,0,19,1,1,0
2,0.0,0.79,3,9.421908,0,17,1,1,0
2,0.0,0.88,0,12.242658,0,12,0,2,0
1,5.0,0.82,2,12.536002,0,11,0,1,0
2,0.0,0.88,0,10.464062,0,16,0,1,0
1,5.0,0.76,4,10.142275,0,9,1,2,0
0,42.9,0.1322,20,13.060942,0,11,0,2,1
1,5.0,0.76,4,10.828486,0,12,0,0,0
1,5.0,0.65,10,11.007512,0,12,0,1,0
1,5.0,0.7,6,7.360632,0,16,1,3,0
1,5.0,0.82,2,11.569661,0,14,0,0,0
1,5.0,0.79,3,10.21432,0,3,0,1,0
1,5.0,0.79,3,7.657524,0,11,0,3,0
2,0.0,0.88,0,7.696072,0,18,0,3,0
3,0.0,0.88,0,12.450944,1,18,0,1,0
1,5.0,0.79,3,9.216183,0,18,0,0,0
1,5.0,0.82,2,10.571552,0,13,0,0,0
1,5.0,0.82,2,11.87857,0,12,1,1,0
1,5.0,0.79,3,10.018493,0,18,0,1,0
0,0.0,0.85,1,7.885623,0,18,0,0,0
1,5.0,0.79,3,11.998473,0,8,0,2,0
0,0.0,0.85,1,13.199942,0,23,1,1,0
3,0.0,0.85,1,12.466457,1,0,0,1,0
1,5.0,0.79,3,12.926418,0,16,0,2,0
0,0.0,0.85,1,8.904327,0,12,0,3,0
1,5.0,0.82,2,12.93707,0,22,1,2,0
2,0.0,0.88,0,11.606715,0,1,0,2,0
1,5.0,0.7,6,11.152399,0,11,0,0,0
1,5.0,0.7,6,13.01257,0,13,0,2,0
2,0.0,0.85,1,10.907598,0,9,0,2,0
1,5.0,0.82,2,10.63987,0,18,0,1,0
2,0.0,0.88,0,11.06429,0,14,0,1,0
2,0.0,0.85,1,10.458464,0,11,0,1,0
2,0.0,0.85,1,9.201015,0,13,0,0,0
1,5.0,0.82,2,7.254892,0,17,0,1,0
2,0.0,0.85,1,8.939633,0,12,0,0,0
3,0.0,0.85,1,11.977759,1,9,1,1,0
2,0.0,0.85,1,11.565464,0,14,0,2,0
1,5.0,0.65,12,9.773056,0,1,0,3,0
1,5.0,0.76,4,11.16849,0,0,0,1,0
1,5.0,0.79,3,12.15448,0,14,0,2,0
2,0.0,0.88,0,6.933404,0,10,0,3,0
1,5.0,0.82,2,13.077577,0,18,0,1,0
1,5.0,0.79,3,11.708901,0,18,0,1,0
1,5.0,0.76,4,11.66789,0,9,0,1,0
2,0.0,0.85,1,10.647768,0,13,0,1,0
2,0.0,0.85,1,10.826207,0,10,0,1,0
1,5.0,0.65,12,12.341436,0,1,0,1,0
1,5.0,0.79,3,12.364256,0,11,0,1,0
1,5.0,0.79,3,11.006355,0,18,1,1,0
0,0.0,0.85,1,12.085941,0,19,0,1,0
0,0.0,0.85,1,10.527755,0,20,0,1,0
2,0.0,0.85,1,7.296054,0,10,0,0,0
2,0.0,0.88,0,12.497927,0,12,0,0,0
1,5.0,0.7,6,12.097656,0,10,0,2,0
1,5.0,0.65,9,12.647269,0,10,1,2,0
3,0.0,0.88,0,12.020815,1,8,0,2,0
1,5.0,0.82,2,7.074218,0,21,0,2,0
1,5.0,0.79,3,10.423933,0,23,0,0,0
2,0.0,0.85,1,11.147349,0,11,1,0,0
1,5.0,0.82,2,9.881684,0,20,0,2,0
2,0.0,0.85,1,10.747513,0,14,1,1,0
2,0.0,0.88,0,9.398047,0,18,0,1,0
2,0.0,0.85,1,6.870136,0,15,1,3,0
3,0.0,0.85,1,13.051079,1,22,0,1,0
1,5.0,0.79,3,10.675659,0,16,0,0,0
1,5.0,0.82,2,12.853303,0,11,1,1,0
1,5.0,0.67,7,11.481292,0,12,0,0,0
1,5.0,0.82,2,9.819849,0,3,0,0,0
1,5.0,0.79,3,10.211185,0,17,0,2,0
2,0.0,0.85,1,6.437736,0,14,0,3,0
2,0.0,0.85,1,12.105141,0,7,0,2,0
2,0.0,0.85,1,11.810396,0,18,0,0,0
0,0.0,0.85,1,10.612695,0,12,0,0,0
1,5.0,0.79,3,10.863125,0,16,1,1,0
1,5.0,0.76,4,11.548359,0,1,0,2,0
1,5.0,0.65,11,9.075055,0,12,1,0,0
3,0.0,0.85,1,11.430176,1,9,0,0,0
2,0.0,0.88,0,12.7513,0,7,0,2,0
0,0.0,0.85,1,11.102681,0,13,1,2,0
0,0.0,0.85,1,8.45794,0,15,1,0,0
1,5.0,0.82,2,11.792613,0,17,0,1,0
0,56.8,0.0906,2,16.450264,0,3,0,2,1
1,5.0,0.79,3,12.702511,0,17,0,1,0
1,5.0,0.82,2,8.140904,0,21,0,1,0
0,0.0,0.85,1,9.796585,0,11,0,1,0
1,5.0,0.82,2,10.7673,0,11,0,0,0
2,0.0,0.88,0,11.192984,0,14,0,1,0
1,5.0,0.82,2,9.692103,0,13,0,2,0
2,0.0,0.85,1,9.045,0,18,0,1,0
1,5.0,0.7,6,12.30069,0,15,1,1,0
1,5.0,0.82,2,11.725952,0,18,0,1,0
1,5.0,0.7,6,12.083868,0,11,0,2,0
3,0.0,0.88,0,10.633348,1,1,0,3,0
1,5.0,0.82,2,11.246573,0,21,0,1,0
1,5.0,0.7,6,13.272565,0,11,0,2,0
1,5.0,0.76,4,11.088145,0,3,0,0,0
1,5.0,0.73,5,10.445063,0,14,0,0,0
0,0.0,0.85,1,8.675564,0,12,1,2,0
1,5.0,0.82,2,11.636653,0,20,0,1,0
2,0.0,0.85,1,11.80255,0,12,1,2,0
0,0.0,0.85,1,9.371552,0,14,0,0,0
0,0.0,0.85,1,10.473405,0,9,1,1,0
2,0.0,0.85,1,6.82921,0,11,0,0,0
2,0.0,0.88,0,10.241181,0,12,0,1,0
0,0.0,0.85,1,10.339386,0,12,0,1,0
0,0.0,0.85,1,11.096931,0,12,0,1,0
1,5.0,0.76,4,11.078509,0,0,1,1,0
1,5.0,0.7,6,9.005474,0,0,0,3,0
1,5.0,0.82,2,10.197159,0,16,0,3,0
1,5.0,0.82,2,9.368679,0,22,0,1,0
1,5.0,0.82,2,10.569638,0,11,0,0,0
1,5.0,0.65,8,11.105558,0,13,0,0,0
1,5.0,0.82,2,13.652142,0,10,1,2,0
1,5.0,0.79,3,12.954335,0,13,1,1,0
3,0.0,0.85,1,12.59025,1,12,0,2,0
1,5.0,0.79,3,12.906944,0,13,1,1,0
2,0.0,0.88,0,11.387901,0,14,0,2,0
3,0.0,0.88,0,12.358298,1,3,0,1,0
0,47.6,0.1999,2,2.034706,0,7,0,2,1
2,0.0,0.85,1,9.134772,0,9,1,0,0
1,5.0,0.82,2,11.052197,0,10,0,2,0
2,0.0,0.88,0,6.630815,0,12,1,0,0
2,0.0,0.85,1,9.026829,0,17,1,0,0
3,0.0,0.88,0,10.26626,1,9,0,3,0
2,0.0,0.85,1,9.777944,0,18,1,1,0
3,0.0,0.88,0,12.871828,1,4,0,1,0
3,0.0,0.85,1,13.03378,1,22,0,2,0
2,0.0,0.85,1,9.155374,0,15,0,1,0
3,0.0,0.85,1,11.150662,1,18,0,1,0
3,0.0,0.88,0,9.882006,1,0,0,3,0
1,5.0,0.82,2,10.551664,0,10,1,1,0
1,5.0,0.65,9,11.424336,0,17,0,1,0
1,5.0,0.82,2,11.884439,0,16,0,1,0
1,5.0,0.7,6,12.413245,0,4,0,1,0
3,0.0,0.85,1,11.269626,1,1,0,2,0
1,5.0,0.79,3,11.712317,0,15,1,0,0
3,0.0,0.85,1,13.184027,1,1,0,2,0
0,0.0,0.85,1,11.020601,0,13,0,0,0
1,5.0,0.79,3,12.283724,0,18,0,1,0
1,5.0,0.82,2,9.742725,0,0,0,3,0
2,0.0,0.85,1,12.396159,0,11,0,2,0
1,5.0,0.82,2,12.578239,0,10,0,1,0
1,5.0,0.65,11,12.137465,0,12,0,1,0
2,0.0,0.88,0,7.898652,0,19,0,0,0
1,5.0,0.79,3,11.317968,0,10,1,1,0
2,0.0,0.79,3,10.811085,0,8,0,1,0
1,5.0,0.82,2,11.569191,0,15,1,0,0
1,5.0,0.73,5,13.607547,0,12,0,2,0
3,0.0,0.88,0,10.020065,1,0,0,1,0
1,45.1,0.0628,1,11.678041,0,3,0,1,1
2,0.0,0.88,0,11.638654,0,16,0,2,0
1,5.0,0.82,2,13.370402,0,22,0,2,0
0,0.0,0.85,1,12.604689,0,0,0,1,0
2,0.0,0.85,1,12.966398,0,9,1,0,0
2,0.0,0.85,1,11.818538,0,11,0,2,0
2,0.0,0.85,1,8.124032,0,10,1,0,0
1,5.0,0.7,6,9.640815,0,12,0,3,0
3,0.0,0.85,1,11.390422,1,3,0,2,0
2,0.0,0.85,1,6.151455,0,17,0,3,0
1,5.0,0.82,2,11.866475,0,2,0,1,0
2,0.0,0.85,1,9.488183,0,12,0,1,0
1,5.0,0.79,3,11.056647,0,12,1,0,0
1,5.0,0.76,4,10.347457,0,14,0,3,0
0,0.0,0.85,1,10.259637,0,16,0,2,0
2,0.0,0.88,0,9.188141,0,11,1,0,0
1,5.0,0.79,3,9.845336,0,16,0,0,0
1,5.0,0.82,2,9.624283,0,3,0,0,0
1,5.0,0.79,3,13.397256,0,23,0,1,0
2,0.0,0.82,2,10.379084,0,12,1,1,0
2,0.0,0.85,1,8.578364,0,14,0,0,0
1,5.0,0.73,5,12.243294,0,19,0,1,0
1,5.0,0.7,6,10.609396,0,12,0,1,0
2,0.0,0.85,1,12.349503,0,11,0,2,0
1,5.0,0.73,5,10.096777,0,15,0,0,0
3,0.0,0.88,0,13.537899,1,2,0,2,0
3,0.0,0.88,0,12.198319,1,3,1,1,0
1,5.0,0.79,3,11.255854,0,14,0,0,0
3,0.0,0.85,1,13.821933,1,22,1,2,0
1,5.0,0.82,2,11.274014,0,18,0,0,0
3,0.0,0.88,0,11.451129,1,4,0,1,0
0,0.0,0.85,1,9.339727,0,20,1,0,0
0,0.0,0.85,1,11.524665,0,18,0,1,0
1,5.0,0.79,3,12.370034,0,23,0,1,0
1,5.0,0.82,2,11.592076,0,19,0,1,0
2,0.0,0.88,0,11.175225,0,11,0,1,0
2,0.0,0.88,0,7.65487,0,10,0,0,0
2,0.0,0.85,1,9.003882,0,13,1,0,0
1,5.0,0.79,3,11.669815,0,14,0,1,0
3,0.0,0.88,0,11.239352,1,10,1,0,0
1,5.0,0.79,3,11.067646,0,19,0,0,0
3,0.0,0.88,0,12.588854,1,15,0,1,0
0,0.0,0.85,1,13.384221,0,0,1,2,0
3,0.0,0.88,0,11.859815,1,18,1,1,0
1,5.0,0.82,2,11.095734,0,11,0,1,0
1,5.0,0.79,3,8.799034,0,17,0,1,0
0,0.0,0.85,1,12.010692,0,5,0,0,0
2,0.0,0.85,1,11.02264,0,10,0,1,0
1,5.0,0.79,3,7.741929,0,17,0,3,0
1,5.0,0.82,2,11.759391,0,21,1,1,0
2,0.0,0.88,0,11.599829,0,7,0,2,0
2,0.0,0.85,1,8.609874,0,13,0,0,0
0,0.0,0.85,1,11.721111,0,2,0,1,0
1,5.0,0.79,3,8.315172,0,19,0,0,0
1,5.0,0.7,6,11.459203,0,15,1,0,0
1,5.0,0.82,2,7.905021,0,12,1,3,0
0,0.0,0.85,1,11.184711,0,20,0,1,0
1,5.0,0.79,3,9.375124,0,20,1,1,0
2,0.0,0.88,0,11.369589,0,13,1,2,0
0,0.0,0.85,1,13.236893,0,16,1,1,0
2,0.0,0.85,1,10.270188,0,15,0,1,0
3,0.0,0.85,1,12.878228,1,9,0,1,0
1,5.0,0.79,3,8.691684,0,20,0,1,0
2,0.0,0.88,0,10.557909,0,23,0,1,0
0,0.0,0.85,1,8.904474,0,10,1,0,0
3,0.0,0.88,0,12.097489,1,18,0,0,0
3,0.0,0.88,0,10.968342,1,19,1,1,0
1,5.0,0.82,2,11.972729,0,22,1,1,0
1,5.0,0.73,5,10.420018,0,12,0,0,0
1,78.3,0.1495,9,13.798966,0,13,0,1,1
1,5.0,0.79,3,11.424142,0,19,1,1,0
1,5.0,0.65,10,10.967749,0,19,1,0,0
1,5.0,0.73,5,8.782323,0,14,0,0,0
2,0.0,0.85,1,7.993715,0,8,0,0,0
2,0.0,0.88,0,10.392054,0,18,0,1,0
2,0.0,0.85,1,9.744087,0,15,0,1,0
0,0.0,0.85,1,13.647053,0,13,1,2,0
1,5.0,0.7,6,12.928317,0,14,0,2,0
2,0.0,0.85,1,11.211263,0,4,0,1,0
0,0.0,0.85,1,9.656147,0,17,0,0,0
1,5.0,0.79,3,14.003271,0,5,0,2,0
2,0.0,0.88,0,9.417257,0,21,1,0,0
1,5.0,0.7,6,10.85265,0,0,0,0,0
1,5.0,0.7,6,11.747643,0,15,0,1,0
1,5.0,0.82,2,11.098714,0,19,0,1,0
3,0.0,0.88,0,10.110788,1,1,0,3,0
3,0.0,0.88,0,12.215935,1,15,0,1,0
3,0.0,0.88,0,10.713977,1,15,1,0,0
1,5.0,0.76,4,11.143602,0,14,0,0,0
2,0.0,0.88,0,8.581435,0,10,0,0,0
1,5.0,0.65,8,10.873728,0,15,0,2,0
1,5.0,0.79,3,7.824806,0,20,0,0,0
1,5.0,0.73,5,12.088972,0,12,0,2,0
1,5.0,0.7,6,9.477279,0,15,1,2,0
2,0.0,0.85,1,10.84334,0,16,0,1,0
1,5.0,0.82,2,12.264129,0,16,1,1,0
0,0.0,0.85,1,10.473572,0,12,0,1,0
1,5.0,0.7,6,10.710701,0,17,1,0,0
1,5.0,0.65,10,10.945291,0,21,0,0,0
2,0.0,0.88,0,8.470315,0,15,1,2,0
1,5.0,0.7,6,13.30347,0,20,1,2,0
1,5.0,0.79,3,11.903147,0,21,0,1,0
3,0.0,0.88,0,11.495729,1,3,0,1,0
2,0.0,0.85,1,12.140811,0,13,0,2,0
0,0.0,0.85,1,11.125421,0,23,1,1,0
1,5.0,0.7,6,11.333354,0,16,0,0,0
0,0.0,0.85,1,10.82745,0,20,0,1,0
1,59.2,0.0946,2,2.10657,0,18,0,1,1
1,5.0,0.79,3,12.604364,0,3,0,2,0
1,5.0,0.79,3,9.803687,0,20,0,0,0
1,5.0,0.73,5,10.097859,0,11,1,2,0
2,0.0,0.85,1,9.940103,0,12,0,3,0
2,0.0,0.85,1,9.742113,0,10,0,1,0
1,5.0,0.76,4,9.263768,0,12,1,3,0
0,0.0,0.85,1,11.504176,0,17,0,1,0
0,75.2,0.0939,1,3.339677,0,20,0,2,1
2,0.0,0.85,1,8.230998,0,14,0,0,0
1,5.0,0.73,5,12.865806,0,17,0,1,0
1,5.0,0.7,6,10.647904,0,10,0,0,0
3,0.0,0.88,0,13.298642,1,6,0,2,0
1,5.0,0.82,2,7.907894,0,18,1,3,0
0,0.0,0.85,1,13.612348,0,13,0,2,0
1,5.0,0.82,2,8.830246,0,19,0,1,0
1,5.0,0.79,3,10.278103,0,22,0,2,0
2,0.0,0.85,1,12.71349,0,11,1,1,0
1,5.0,0.82,2,11.331391,0,19,0,1,0
2,0.0,0.85,1,10.717723,0,15,0,1,0
0,0.0,0.85,1,13.146817,0,10,0,1,0
1,5.0,0.82,2,8.315388,0,18,0,0,0
0,0.0,0.85,1,11.771432,0,9,0,1,0
2,0.0,0.85,1,10.441458,0,15,0,2,0
1,5.0,0.76,4,12.742249,0,14,0,1,0
2,0.0,0.85,1,8.640866,0,15,1,0,0
1,5.0,0.79,3,13.652911,0,12,0,2,0
2,0.0,0.88,0,11.163316,0,10,1,1,0
1,5.0,0.76,4,11.242458,0,16,0,0,0
2,0.0,0.85,1,11.443435,0,3,0,1,0
2,0.0,0.85,1,10.665583,0,13,0,1,0
1,5.0,0.73,5,12.877324,0,1,0,2,0
2,0.0,0.85,1,11.165968,0,12,0,1,0
1,5.0,0.82,2,14.227923,0,10,0,2,0
1,5.0,0.76,4,12.640066,0,12,0,1,0
